source_material_id,ref_code_seq,ref_code,nucl_acid_ext,nucl_acid_amp,lib_reads_seqd,lib_layout,target_gene,target_subfragment,ampl_size,pcr_primers,mid,adapters,pcr_cond,seq_quality_check,seq_meth,dna_conc,dna_conc_method,dna_quant,analysis,run,reads_name,mock_pr,mock_eu,source_mat_id_an,url_seq,sop_seq
EMOBON_VB_Wa_211018_0.2um_blank,DBB_AAFA,EMOBON00177,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47,NA,144.1,NA,NA,NA,NA,NA,NA,NA,NA
EMOBON_VB_Wa_211217_3um_1,DBB_AAFB,EMOBON00178,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,67514829,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,2.44,NA,239.1,METAGENOMIC,230428_JARVIS_HVWGWDSX5,DBB_AAFBOSDA_2_HVWGWDSX5.UDI130,DDC_AAACOSDA_1_HVWGWDSX5.UDI164;DDC_AAACOSDA_1_HVWGWDSX5.UDI218,DDC_AAABOSDA_2_HVWGWDSX5.UDI143;DDC_AAABOSDA_2_HVWGWDSX5.UDI217,,NA,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II
EMOBON_VB_Wa_211217_3um_2,DBB_AAFC,EMOBON00179,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,72534722,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,2.77,NA,268.7,METAGENOMIC,230428_JARVIS_HVWGWDSX5,DBB_AAFCOSDA_2_HVWGWDSX5.UDI142,DDC_AAACOSDA_1_HVWGWDSX5.UDI164;DDC_AAACOSDA_1_HVWGWDSX5.UDI218,DDC_AAABOSDA_2_HVWGWDSX5.UDI143;DDC_AAABOSDA_2_HVWGWDSX5.UDI217,,NA,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II
EMOBON_VB_Wa_211217_0.2um_1,DBB_AAFD,EMOBON00180,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,55214239,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,17.85,NA,1749.3,METAGENOMIC,230428_JARVIS_HVWGWDSX5,DBB_AAFDOSDA_1_HVWGWDSX5.UDI124,DDC_AAACOSDA_1_HVWGWDSX5.UDI164;DDC_AAACOSDA_1_HVWGWDSX5.UDI218,DDC_AAABOSDA_2_HVWGWDSX5.UDI143;DDC_AAABOSDA_2_HVWGWDSX5.UDI217,,NA,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II
EMOBON_VB_Wa_211217_0.2um_2,DBB_AAFE,EMOBON00181,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,70264069,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,14.8,NA,1539.2,METAGENOMIC,230428_JARVIS_HVWGWDSX5,DBB_AAFEOSDA_1_HVWGWDSX5.UDI136,DDC_AAACOSDA_1_HVWGWDSX5.UDI164;DDC_AAACOSDA_1_HVWGWDSX5.UDI218,DDC_AAABOSDA_2_HVWGWDSX5.UDI143;DDC_AAABOSDA_2_HVWGWDSX5.UDI217,,NA,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II
EMOBON_ROSKOGO_Wa_211014_3um_1,DBB_AAFF,EMOBON00182,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,56253476,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,4.99,NA,504,METAGENOMIC,230428_JARVIS_HVWGWDSX5,DBB_AAFFOSDA_2_HVWGWDSX5.UDI154,DDC_AAACOSDA_1_HVWGWDSX5.UDI164;DDC_AAACOSDA_1_HVWGWDSX5.UDI218,DDC_AAABOSDA_2_HVWGWDSX5.UDI143;DDC_AAABOSDA_2_HVWGWDSX5.UDI217,,NA,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II
EMOBON_ROSKOGO_Wa_211014_3um_2,DBB_AAFG,EMOBON00183,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,67118293,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,6,NA,588,METAGENOMIC,230428_JARVIS_HVWGWDSX5,DBB_AAFGOSDA_2_HVWGWDSX5.UDI148,DDC_AAACOSDA_1_HVWGWDSX5.UDI164;DDC_AAACOSDA_1_HVWGWDSX5.UDI218,DDC_AAABOSDA_2_HVWGWDSX5.UDI143;DDC_AAABOSDA_2_HVWGWDSX5.UDI217,,NA,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II
EMOBON_ROSKOGO_Wa_211014_0.2um_1,DBB_AAFH,EMOBON00184,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,67481588,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,27.2,NA,2665.6,METAGENOMIC,230428_JARVIS_HVWGWDSX5,DBB_AAFHOSDA_1_HVWGWDSX5.UDI160,DDC_AAACOSDA_1_HVWGWDSX5.UDI164;DDC_AAACOSDA_1_HVWGWDSX5.UDI218,DDC_AAABOSDA_2_HVWGWDSX5.UDI143;DDC_AAABOSDA_2_HVWGWDSX5.UDI217,,NA,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II
EMOBON_ROSKOGO_Wa_211014_0.2um_2,DBB_AAFI,EMOBON00185,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,58752216,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,29.5,NA,2891,METAGENOMIC,230428_JARVIS_HVWGWDSX5,DBB_AAFIOSDA_1_HVWGWDSX5.UDI172,DDC_AAACOSDA_1_HVWGWDSX5.UDI164;DDC_AAACOSDA_1_HVWGWDSX5.UDI218,DDC_AAABOSDA_2_HVWGWDSX5.UDI143;DDC_AAABOSDA_2_HVWGWDSX5.UDI217,,NA,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II
EMOBON_ROSKOGO_Wa_211014_3um_blank,DBB_AAFJ,EMOBON00186,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.303,NA,29.7,NA,NA,NA,NA,NA,NA,NA,NA
EMOBON_ROSKOGO_Wa_211014_0.2um_blank,DBB_AAFK,EMOBON00187,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.135,NA,13.2,NA,NA,NA,NA,NA,NA,NA,NA
EMOBON_ROSKOGO_Wa_211213_3um_1,DBB_AAFL,EMOBON00188,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,61047537,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,6.41,NA,628.2,METAGENOMIC,230428_JARVIS_HVWGWDSX5,DBB_AAFLOSDA_2_HVWGWDSX5.UDI184,DDC_AAACOSDA_1_HVWGWDSX5.UDI164;DDC_AAACOSDA_1_HVWGWDSX5.UDI218,DDC_AAABOSDA_2_HVWGWDSX5.UDI143;DDC_AAABOSDA_2_HVWGWDSX5.UDI217,,NA,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II
EMOBON_ROSKOGO_Wa_211213_3um_2,DBB_AAFM,EMOBON00189,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,86046275,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,8.69,NA,851.6,METAGENOMIC,230428_JARVIS_HVWGWDSX5,DBB_AAFMOSDA_2_HVWGWDSX5.UDI101,DDC_AAACOSDA_1_HVWGWDSX5.UDI164;DDC_AAACOSDA_1_HVWGWDSX5.UDI218,DDC_AAABOSDA_2_HVWGWDSX5.UDI143;DDC_AAABOSDA_2_HVWGWDSX5.UDI217,,NA,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II
EMOBON_ROSKOGO_Wa_211213_0.2um_1,DBB_AAFN,EMOBON00190,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,73985609,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,11.3,NA,1084.8,METAGENOMIC,230428_JARVIS_HVWGWDSX5,DBB_AAFNOSDA_1_HVWGWDSX5.UDI113,DDC_AAACOSDA_1_HVWGWDSX5.UDI164;DDC_AAACOSDA_1_HVWGWDSX5.UDI218,DDC_AAABOSDA_2_HVWGWDSX5.UDI143;DDC_AAABOSDA_2_HVWGWDSX5.UDI217,,NA,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II
EMOBON_ROSKOGO_Wa_211213_0.2um_2,DBB_AAFO,EMOBON00191,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,62861286,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,19.55,NA,1915.9,METAGENOMIC,230428_JARVIS_HVWGWDSX5,DBB_AAFOOSDA_1_HVWGWDSX5.UDI125,DDC_AAACOSDA_1_HVWGWDSX5.UDI164;DDC_AAACOSDA_1_HVWGWDSX5.UDI218,DDC_AAABOSDA_2_HVWGWDSX5.UDI143;DDC_AAABOSDA_2_HVWGWDSX5.UDI217,,NA,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II
EMOBON_ROSKOGO_So_211119_micro_1,DBH_AAAW,EMOBON00192,https://www.qiagen.com/us/products/discovery-and-translational-research/dna-rna-purification/dna-purification/microbial-dna/dneasy-powersoil-pro-kit?catno=47016,metag,88414000,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:12,basic Genoscope QC,Illumina NovaSeq 6000,17.6,NA,1548.8,METAGENOMIC,230126_JARVIS_HCFCYDSX5,DBH_AAAWOSDA_1_HCFCYDSX5.UDI125,DDC_AAAAOSDA_1_HCFCYDSX5.UDI137,NA,,NA,Prod_ILL_BqADN_LowCost_148_v5; Bq low cost
EMOBON_ROSKOGO_So_211119_micro_2,DBH_AAAX,EMOBON00193,https://www.qiagen.com/us/products/discovery-and-translational-research/dna-rna-purification/dna-purification/microbial-dna/dneasy-powersoil-pro-kit?catno=47016,metag,85547374,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:12,basic Genoscope QC,Illumina NovaSeq 6000,11.55,NA,1016.4,METAGENOMIC,230126_JARVIS_HCFCYDSX5,DBH_AAAXOSDA_1_HCFCYDSX5.UDI126,DDC_AAAAOSDA_1_HCFCYDSX5.UDI137,NA,,NA,Prod_ILL_BqADN_LowCost_148_v5; Bq low cost
EMOBON_ROSKOGO_So_211222_micro_1,DBH_AAAY,EMOBON00194,https://www.qiagen.com/us/products/discovery-and-translational-research/dna-rna-purification/dna-purification/microbial-dna/dneasy-powersoil-pro-kit?catno=47016,metag,98214549,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:12,basic Genoscope QC,Illumina NovaSeq 6000,13.8,NA,1214.4,METAGENOMIC,230126_JARVIS_HCFCYDSX5,DBH_AAAYOSDA_1_HCFCYDSX5.UDI127,DDC_AAAAOSDA_1_HCFCYDSX5.UDI137,NA,,NA,Prod_ILL_BqADN_LowCost_148_v5; Bq low cost
EMOBON_ROSKOGO_So_211222_micro_2,DBH_AAAZ,EMOBON00195,https://www.qiagen.com/us/products/discovery-and-translational-research/dna-rna-purification/dna-purification/microbial-dna/dneasy-powersoil-pro-kit?catno=47016,metag,137280955,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:12,basic Genoscope QC,Illumina NovaSeq 6000,9.48,NA,834.2,METAGENOMIC,230126_JARVIS_HCFCYDSX5,DBH_AAAZOSDA_1_HCFCYDSX5.UDI128,DDC_AAAAOSDA_1_HCFCYDSX5.UDI137,NA,,NA,Prod_ILL_BqADN_LowCost_148_v5; Bq low cost
EMOBON_ESC68N_Wa_211104_3um_1,DBB_AAFP,EMOBON00196,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,47554729,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:15,basic Genoscope QC,Illumina NovaSeq 6000,0.2,NA,19.6,METAGENOMIC,230428_JARVIS_HVWGWDSX5,DBB_AAFPOSDA_2_HVWGWDSX5.UDI221,DDC_AAACOSDA_1_HVWGWDSX5.UDI164;DDC_AAACOSDA_1_HVWGWDSX5.UDI218,DDC_AAABOSDA_2_HVWGWDSX5.UDI143;DDC_AAABOSDA_2_HVWGWDSX5.UDI217,,NA,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II
EMOBON_ESC68N_Wa_211104_3um_2,DBB_AAFQ,EMOBON00197,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740962,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:15,NA,,0.831,NA,81.4,NA,NA,NA,NA,NA,NA,NA,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II
EMOBON_ESC68N_Wa_211104_0.2um_1,DBB_AAFR,EMOBON00198,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.135,NA,13.2,NA,NA,NA,NA,NA,NA,NA,NA
EMOBON_ESC68N_Wa_211104_0.2um_2,DBB_AAFS,EMOBON00199,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,55839903,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:11,basic Genoscope QC,Illumina NovaSeq 6000,1.86,NA,182.3,METAGENOMIC,230428_JARVIS_HVWGWDSX5,DBB_AAFSOSDA_1_HVWGWDSX5.UDI216,DDC_AAACOSDA_1_HVWGWDSX5.UDI164;DDC_AAACOSDA_1_HVWGWDSX5.UDI218,DDC_AAABOSDA_2_HVWGWDSX5.UDI143;DDC_AAABOSDA_2_HVWGWDSX5.UDI217,,NA,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II
EMOBON_ESC68N_Wa_211104_3um_blank,DBB_AAFT,EMOBON00200,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.135,NA,13.2,NA,NA,NA,NA,NA,NA,NA,NA
EMOBON_ESC68N_Wa_211104_0.2um_blank,DBB_AAFU,EMOBON00201,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.135,NA,13.2,NA,NA,NA,NA,NA,NA,NA,NA
EMOBON_ESC68N_Wa_211215_3um_1,DBB_AAFV,EMOBON00202,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.135,NA,13.2,NA,NA,NA,NA,NA,NA,NA,NA
EMOBON_ESC68N_Wa_211215_3um_2,DBB_AAFW,EMOBON00203,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.135,NA,13.2,NA,NA,NA,NA,NA,NA,NA,NA
EMOBON_ESC68N_Wa_211215_0.2um_1,DBB_AAFX,EMOBON00204,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.135,NA,13.2,NA,NA,NA,NA,NA,NA,NA,NA
EMOBON_ESC68N_Wa_211215_0.2um_2,DBB_AAGE,EMOBON00205,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.135,NA,13.2,NA,NA,NA,NA,NA,NA,NA,NA
EMOBON_PiEGetxo_Wa_211027_3um_1,DBB_AAFY,EMOBON00206,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,74848072,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,21.5,NA,2107,METAGENOMIC,230428_JARVIS_HVWGWDSX5,DBB_AAFYOSDA_2_HVWGWDSX5.UDI137,DDC_AAACOSDA_1_HVWGWDSX5.UDI164;DDC_AAACOSDA_1_HVWGWDSX5.UDI218,DDC_AAABOSDA_2_HVWGWDSX5.UDI143;DDC_AAABOSDA_2_HVWGWDSX5.UDI217,,NA,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II
EMOBON_PiEGetxo_Wa_211027_3um_2,DBB_AAFZ,EMOBON00207,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,65721114,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,27.4,NA,2685.2,METAGENOMIC,230428_JARVIS_HVWGWDSX5,DBB_AAFZOSDA_2_HVWGWDSX5.UDI149,DDC_AAACOSDA_1_HVWGWDSX5.UDI164;DDC_AAACOSDA_1_HVWGWDSX5.UDI218,DDC_AAABOSDA_2_HVWGWDSX5.UDI143;DDC_AAABOSDA_2_HVWGWDSX5.UDI217,,NA,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II
EMOBON_PiEGetxo_Wa_211027_0.2um_1,DBB_AAGA,EMOBON00208,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,90603531,PAIRED,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,19.35,NA,1896.3,METAGENOMIC,230428_JARVIS_HVWGWDSX5,DBB_AAGAOSDA_1_HVWGWDSX5.UDI161,DDC_AAACOSDA_1_HVWGWDSX5.UDI164;DDC_AAACOSDA_1_HVWGWDSX5.UDI218,DDC_AAABOSDA_2_HVWGWDSX5.UDI143;DDC_AAABOSDA_2_HVWGWDSX5.UDI217,,NA,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II
